Specie,Enzyme,EC number,Target sugar,Description,Status,Source ID (NCBI)
Cyanobacterium sp. IPPAS B-1200,invertase,3.2.1.26,sucrose,recombinase family protein [Cyanobacterium sp. IPPAS B-1200],🟢 Confirmed,WP_069791021.1
unclassified Coleofasciculus,invertase,3.2.1.26,sucrose,MULTISPECIES: Uma2 family endonuclease [unclassified Coleofasciculus],🟢 Confirmed,WP_446336214.1
Coleofasciculus,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Coleofasciculus],🟢 Confirmed,WP_006097832.1
Coleofasciculus sp.,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp.],🟢 Confirmed,WP_446411753.1
Coleofasciculus sp.,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp.],🟢 Confirmed,WP_446407364.1
Coleofasciculus sp. E1-EBD-02,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. E1-EBD-02],🟢 Confirmed,WP_446395821.1
Coleofasciculus sp. B1-GNL1-01,invertase,3.2.1.26,sucrose,glycoside hydrolase 100 family protein [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446391470.1
Coleofasciculus sp. B1-GNL1-01,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. B1-GNL1-01],🟢 Confirmed,WP_446387079.1
Coleofasciculus chthonoplastes,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446382971.1
Coleofasciculus sp. E2-BRE-01,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446376248.1
Coleofasciculus sp. E2-BRE-01,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. E2-BRE-01],🟢 Confirmed,WP_446376240.1
Coleofasciculus sp. D1-CHI-01,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446374447.1
Coleofasciculus sp. D1-CHI-01,invertase,3.2.1.26,sucrose,glycoside hydrolase 100 family protein [Coleofasciculus sp. D1-CHI-01],🟢 Confirmed,WP_446374318.1
Coleofasciculus chthonoplastes,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446366388.1
Coleofasciculus sp. A1-SPW-01,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. A1-SPW-01],🟢 Confirmed,WP_446356587.1
Coleofasciculus sp. G2-EDA-02,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. G2-EDA-02],🟢 Confirmed,WP_446355856.1
Coleofasciculus sp. F4-SAH-05,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446347862.1
Coleofasciculus chthonoplastes,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446346727.1
Coleofasciculus sp. F4-SAH-05,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus sp. F4-SAH-05],🟢 Confirmed,WP_446343458.1
Coleofasciculus chthonoplastes,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Coleofasciculus chthonoplastes],🟢 Confirmed,WP_446340593.1
Leptodesmis sp.,invertase,3.2.1.26,sucrose,glycoside hydrolase 100 family protein [Leptodesmis sp.],🟢 Confirmed,WP_445926784.1
Lyngbya aestuarii,invertase,3.2.1.26,sucrose,glycoside hydrolase 100 family protein [Lyngbya aestuarii],🟢 Confirmed,WP_445104979.1
Lyngbya aestuarii,invertase,3.2.1.26,sucrose,glycoside hydrolase 100 family protein [Lyngbya aestuarii],🟢 Confirmed,WP_445103715.1
Nostoc sp. DSM 114161,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Nostoc sp. DSM 114161],🟢 Confirmed,WP_445632980.1
Nostoc sp. DSM 114167,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Nostoc sp. DSM 114167],🟢 Confirmed,WP_445626310.1
Kamptonema formosum,invertase,3.2.1.26,sucrose,glycosyl hydrolase 108 family protein [Kamptonema formosum],🟢 Confirmed,WP_017717210.1
unclassified Microcoleus,invertase,3.2.1.26,sucrose,MULTISPECIES: Uma2 family endonuclease [unclassified Microcoleus],🟢 Confirmed,WP_445252176.1
Egbenema bharatensis,invertase,3.2.1.26,sucrose,glycoside hydrolase 100 family protein [Egbenema bharatensis],🟢 Confirmed,WP_416672889.1
Egbenema bharatensis,invertase,3.2.1.26,sucrose,recombinase family protein [Egbenema bharatensis],🟢 Confirmed,WP_416671103.1
Egbenema bharatensis,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Egbenema bharatensis],🟢 Confirmed,WP_416666448.1
Microcoleus vaginatus,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Microcoleus vaginatus],🟢 Confirmed,WP_445306968.1
Microcoleus sp. BROC3,invertase,3.2.1.26,sucrose,glycosyl hydrolase 108 family protein [Microcoleus sp. BROC3],🟢 Confirmed,WP_333340044.1
Microcoleus sp. D2_18a_B4,invertase,3.2.1.26,sucrose,glycosyl hydrolase 108 family protein [Microcoleus sp. D2_18a_B4],🟢 Confirmed,WP_333288459.1
Calothrix sp. 336/3,invertase,3.2.1.26,sucrose,recombinase family protein [Calothrix sp. 336/3],🟢 Confirmed,WP_445291743.1
Cyanophyceae,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Cyanophyceae],🟢 Confirmed,WP_012305548.1
Microcoleus sp. OTE_8_concoct_300,invertase,3.2.1.26,sucrose,glycosyl hydrolase 108 family protein [Microcoleus sp. OTE_8_concoct_300],🟢 Confirmed,WP_445245586.1
Microcoleus sp. OTE_8_concoct_300,invertase,3.2.1.26,sucrose,"GH32 C-terminal domain-containing protein, partial [Microcoleus sp. OTE_8_concoct_300]",🟡 Probable/Hypothetical,WP_445244661.1
unclassified Microcoleus,invertase,3.2.1.26,sucrose,MULTISPECIES: glycosyl hydrolase 108 family protein [unclassified Microcoleus],🟢 Confirmed,WP_333237298.1
Microcoleus sp. AR_TQ3_B6,invertase,3.2.1.26,sucrose,glycosyl hydrolase 108 family protein [Microcoleus sp. AR_TQ3_B6],🟢 Confirmed,WP_332953080.1
Microcoleus vaginatus,invertase,3.2.1.26,sucrose,hypothetical protein [Microcoleus vaginatus],🟡 Probable/Hypothetical,WP_242725526.1
Microcoleus vaginatus,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Microcoleus vaginatus],🟢 Confirmed,WP_242724559.1
Microcoleus vaginatus,invertase,3.2.1.26,sucrose,hypothetical protein [Microcoleus vaginatus],🟡 Probable/Hypothetical,WP_242718910.1
Microcoleus vaginatus,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Microcoleus vaginatus],🟢 Confirmed,WP_242718133.1
Microcoleus vaginatus,invertase,3.2.1.26,sucrose,Uma2 family endonuclease [Microcoleus vaginatus],🟢 Confirmed,WP_006633209.1
Nostoc sp.,invertase,3.2.1.26,sucrose,hypothetical protein [Nostoc sp.],🟡 Probable/Hypothetical,WP_375495346.1
Tumidithrix helvetica,invertase,3.2.1.26,sucrose,recombinase family protein [Tumidithrix helvetica],🟢 Confirmed,WP_425218344.1
Thalassoporum mexicanum,invertase,3.2.1.26,sucrose,recombinase family protein [Thalassoporum mexicanum],🟢 Confirmed,WP_015165852.1
Thalassoporum mexicanum,invertase,3.2.1.26,sucrose,recombinase family protein [Thalassoporum mexicanum],🟢 Confirmed,WP_015146121.1
Thalassoporum mexicanum,invertase,3.2.1.26,sucrose,recombinase family protein [Thalassoporum mexicanum],🟢 Confirmed,WP_015146112.1
Thermoleptolyngbya sp. C42_A2020_037,invertase,3.2.1.26,sucrose,recombinase family protein [Thermoleptolyngbya sp. C42_A2020_037],🟢 Confirmed,WP_297086843.1
Microcystis sp. M113S1,invertase,3.2.1.26,sucrose,recombinase family protein [Microcystis sp. M113S1],🟢 Confirmed,WP_287734370.1
unclassified Microcystis (in: cyanobacteria),invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287691229.1
unclassified Microcystis (in: cyanobacteria),invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287685162.1
unclassified Microcystis (in: cyanobacteria),invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287674297.1
Leptolyngbya sp. UWPOB_LEPTO1,invertase,3.2.1.26,sucrose,recombinase family protein [Leptolyngbya sp. UWPOB_LEPTO1],🟢 Confirmed,WP_287455780.1
Okeania sp. SIO1H4,invertase,3.2.1.26,sucrose,recombinase family protein [Okeania sp. SIO1H4],🟢 Confirmed,WP_287323406.1
unclassified Microcystis (in: cyanobacteria),invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Microcystis (in: cyanobacteria)],🟢 Confirmed,WP_287078857.1
Microcystis sp. LSC13-02,invertase,3.2.1.26,sucrose,recombinase family protein [Microcystis sp. LSC13-02],🟢 Confirmed,WP_286825900.1
Oscillatoria sp. CS-180,invertase,3.2.1.26,sucrose,recombinase family protein [Oscillatoria sp. CS-180],🟢 Confirmed,WP_272063302.1
Oscillatoria sp. CS-180,invertase,3.2.1.26,sucrose,recombinase family protein [Oscillatoria sp. CS-180],🟢 Confirmed,WP_272062633.1
Thermocoleostomius sinensis,invertase,3.2.1.26,sucrose,recombinase family protein [Thermocoleostomius sinensis],🟢 Confirmed,WP_268612891.1
Leptolyngbya sp. GGD,invertase,3.2.1.26,sucrose,recombinase family protein [Leptolyngbya sp. GGD],🟢 Confirmed,WP_268179847.1
Spirulina subsalsa,invertase,3.2.1.26,sucrose,recombinase family protein [Spirulina subsalsa],🟢 Confirmed,WP_265264916.1
unclassified Synechococcus,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Synechococcus],🟢 Confirmed,WP_255344572.1
Synechococcus sp. EJ6-Ellesmere,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus sp. EJ6-Ellesmere],🟢 Confirmed,WP_255143440.1
Cyanobium sp. N5-Cardenillas,invertase,3.2.1.26,sucrose,recombinase family protein [Cyanobium sp. N5-Cardenillas],🟢 Confirmed,WP_254990871.1
Nodosilinea sp. P-1105,invertase,3.2.1.26,sucrose,recombinase family protein [Nodosilinea sp. P-1105],🟢 Confirmed,WP_240966369.1
Nostoc sp. UHCC 0870,invertase,3.2.1.26,sucrose,recombinase family protein [Nostoc sp. UHCC 0870],🟢 Confirmed,WP_237991478.1
Geminocystis sp. NIES-3708,invertase,3.2.1.26,sucrose,recombinase family protein [Geminocystis sp. NIES-3708],🟢 Confirmed,WP_231933009.1
Synechocystis salina,invertase,3.2.1.26,sucrose,recombinase family protein [Synechocystis salina],🟢 Confirmed,WP_228015164.1
unclassified Synechocystis,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Synechocystis],🟢 Confirmed,WP_212717232.1
Synechococcus elongatus,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus elongatus],🟢 Confirmed,WP_208677309.1
Synechococcus elongatus,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus elongatus],🟢 Confirmed,WP_208676707.1
Chroococcidiopsis cubana,invertase,3.2.1.26,sucrose,recombinase family protein [Chroococcidiopsis cubana],🟢 Confirmed,WP_199756057.1
Nostoc commune,invertase,3.2.1.26,sucrose,recombinase family protein [Nostoc commune],🟢 Confirmed,WP_196525549.1
Synechocystis sp. LEGE 06083,invertase,3.2.1.26,sucrose,recombinase family protein [Synechocystis sp. LEGE 06083],🟢 Confirmed,WP_194072058.1
Nodosilinea sp. LEGE 06152,invertase,3.2.1.26,sucrose,recombinase family protein [Nodosilinea sp. LEGE 06152],🟢 Confirmed,WP_194054627.1
Nodosilinea sp. LEGE 07298,invertase,3.2.1.26,sucrose,recombinase family protein [Nodosilinea sp. LEGE 07298],🟢 Confirmed,WP_194024140.1
Synechocystis salina,invertase,3.2.1.26,sucrose,recombinase family protein [Synechocystis salina],🟢 Confirmed,WP_194020385.1
Nodosilinea sp. LEGE 07088,invertase,3.2.1.26,sucrose,recombinase family protein [Nodosilinea sp. LEGE 07088],🟢 Confirmed,WP_193967968.1
Cuspidothrix issatschenkoi,invertase,3.2.1.26,sucrose,recombinase family protein [Cuspidothrix issatschenkoi],🟢 Confirmed,WP_193936461.1
Cyanobium sp. LEGE 06143,invertase,3.2.1.26,sucrose,recombinase family protein [Cyanobium sp. LEGE 06143],🟢 Confirmed,WP_193813947.1
Cyanophyceae,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Cyanophyceae],🟢 Confirmed,WP_190763151.1
Cyanophyceae,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Cyanophyceae],🟢 Confirmed,WP_190703901.1
Leptolyngbya,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Leptolyngbya],🟢 Confirmed,WP_190648535.1
Cyanophyceae,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Cyanophyceae],🟢 Confirmed,WP_190625751.1
Synechocystis sp. FACHB-383,invertase,3.2.1.26,sucrose,recombinase family protein [Synechocystis sp. FACHB-383],🟢 Confirmed,WP_190596829.1
Cyanophyceae,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Cyanophyceae],🟢 Confirmed,WP_190521069.1
unclassified Leptolyngbya,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Leptolyngbya],🟢 Confirmed,WP_190378193.1
Cyanobacterium aponinum,invertase,3.2.1.26,sucrose,recombinase family protein [Cyanobacterium aponinum],🟢 Confirmed,WP_190362113.1
Synechococcus sp. A15-28,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus sp. A15-28],🟢 Confirmed,WP_186586491.1
Synechococcus sp. A15-28,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus sp. A15-28],🟢 Confirmed,WP_186586340.1
Synechococcus sp. TAK9802,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus sp. TAK9802],🟢 Confirmed,WP_186495529.1
Synechocystis sp. CACIAM 05,invertase,3.2.1.26,sucrose,recombinase family protein [Synechocystis sp. CACIAM 05],🟢 Confirmed,WP_162328595.1
Microcystis aeruginosa,invertase,3.2.1.26,sucrose,recombinase family protein [Microcystis aeruginosa],🟢 Confirmed,WP_149985421.1
Euhalothece natronophila,invertase,3.2.1.26,sucrose,recombinase family protein [Euhalothece natronophila],🟢 Confirmed,WP_146296297.1
Tychonema bourrellyi,invertase,3.2.1.26,sucrose,recombinase family protein [Tychonema bourrellyi],🟢 Confirmed,WP_096831697.1
Synechococcus sp. 1G10,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus sp. 1G10],🟢 Confirmed,WP_094556440.1
Nostoc cyanobionts,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Nostoc cyanobionts],🟢 Confirmed,WP_094328836.1
Leptolyngbya ohadii,invertase,3.2.1.26,sucrose,recombinase family protein [Leptolyngbya ohadii],🟢 Confirmed,WP_088892098.1
Phormidium tenue,invertase,3.2.1.26,sucrose,recombinase family protein [Phormidium tenue],🟢 Confirmed,WP_073607609.1
Prochlorococcus marinus,invertase,3.2.1.26,sucrose,recombinase family protein [Prochlorococcus marinus],🟢 Confirmed,WP_036906835.1
Leptolyngbya sp. KIOST-1,invertase,3.2.1.26,sucrose,recombinase family protein [Leptolyngbya sp. KIOST-1],🟢 Confirmed,WP_035985385.1
Fischerella sp. PCC 9605,invertase,3.2.1.26,sucrose,"recombinase family protein, partial [Fischerella sp. PCC 9605]",🟡 Probable/Hypothetical,WP_035140770.1
unclassified Synechocystis,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Synechocystis],🟢 Confirmed,WP_028947601.1
Baaleninema simplex,invertase,3.2.1.26,sucrose,recombinase family protein [Baaleninema simplex],🟢 Confirmed,WP_017658579.1
Geminocystis herdmanii,invertase,3.2.1.26,sucrose,recombinase family protein [Geminocystis herdmanii],🟢 Confirmed,WP_017295004.1
Cyanobacterium aponinum,invertase,3.2.1.26,sucrose,recombinase family protein [Cyanobacterium aponinum],🟢 Confirmed,WP_015220635.1
Synechococcus elongatus,invertase,3.2.1.26,sucrose,recombinase family protein [Synechococcus elongatus],🟢 Confirmed,WP_011242696.1
Parasynechococcus marenigrum,invertase,3.2.1.26,sucrose,recombinase family protein [Parasynechococcus marenigrum],🟢 Confirmed,WP_011128215.1
unclassified Synechocystis,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Synechocystis],🟢 Confirmed,WP_010873280.1
Cyanobium sp. PCC 7001,invertase,3.2.1.26,sucrose,recombinase family protein [Cyanobium sp. PCC 7001],🟢 Confirmed,WP_006911044.1
Desertifilum,invertase,3.2.1.26,sucrose,MULTISPECIES: glycoside hydrolase 100 family protein [Desertifilum],🟢 Confirmed,WP_069969996.1
Nostoc sp. UHCC 0870,invertase,3.2.1.26,sucrose,plasmid pRiA4b ORF-3 family protein [Nostoc sp. UHCC 0870],🟢 Confirmed,WP_269139289.1
Vacuolonema iberomarrocanum,invertase,3.2.1.26,sucrose,glycosyl hydrolase 108 family protein [Vacuolonema iberomarrocanum],🟢 Confirmed,WP_439345716.1
Prochlorococcus sp.,invertase,3.2.1.26,sucrose,recombinase family protein [Prochlorococcus sp.],🟢 Confirmed,WP_288347087.1
Synechococcaceae,invertase,3.2.1.26,sucrose,MULTISPECIES: glycoside hydrolase 100 family protein [Synechococcaceae],🟢 Confirmed,WP_214339524.1
Synechococcus sp. WH 8020,invertase,3.2.1.26,sucrose,alkaline invertase [Synechococcus sp. WH 8020],🟢 Confirmed,AKN62460.1
Iningainema tapete,invertase,3.2.1.26,sucrose,nSTAND1 domain-containing NTPase [Iningainema tapete],🟢 Confirmed,WP_190829642.1
Limnospira,invertase,3.2.1.26,sucrose,MULTISPECIES: Uma2 family endonuclease [Limnospira],🟢 Confirmed,WP_006618015.1
Oscillatoriales,invertase,3.2.1.26,sucrose,MULTISPECIES: Uma2 family endonuclease [Oscillatoriales],🟢 Confirmed,WP_410244093.1
Synechococcales,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [Synechococcales],🟢 Confirmed,WP_185466280.1
Dolichospermum sp. DET68,invertase,3.2.1.26,sucrose,MAG: alkaline invertase [Dolichospermum sp. DET68],🟢 Confirmed,XVE11856.1
Geminocystis sp. CENA526,invertase,3.2.1.26,sucrose,RpnC/YadD family protein [Geminocystis sp. CENA526],🟢 Confirmed,WP_431704347.1
Microcystis,invertase,3.2.1.26,sucrose,MULTISPECIES: hypothetical protein [Microcystis],🟡 Probable/Hypothetical,WP_123231002.1
Microcystis,invertase,3.2.1.26,sucrose,MULTISPECIES: hypothetical protein [Microcystis],🟡 Probable/Hypothetical,WP_036397476.1
unclassified Nostoc,invertase,3.2.1.26,sucrose,MULTISPECIES: DUF4351 domain-containing protein [unclassified Nostoc],🟢 Confirmed,WP_322642822.1
Leptodesmis sp.,invertase,3.2.1.26,sucrose,"glycoside hydrolase 100 family protein, partial [Leptodesmis sp.]",🟡 Probable/Hypothetical,WP_428362313.1
Synechocystis sp. PCC 6714,invertase,3.2.1.26,sucrose,Rpn family recombination-promoting nuclease/putative transposase [Synechocystis sp. PCC 6714],🟡 Probable/Hypothetical,WP_028949130.1
unclassified Synechocystis,invertase,3.2.1.26,sucrose,MULTISPECIES: glycoside hydrolase 100 family protein [unclassified Synechocystis],🟢 Confirmed,WP_028948477.1
Synechocystis sp. PCC 6714,invertase,3.2.1.26,sucrose,Rpn family recombination-promoting nuclease/putative transposase [Synechocystis sp. PCC 6714],🟡 Probable/Hypothetical,WP_028946467.1
Pleurocapsa sp.,invertase,3.2.1.26,sucrose,MAG: recombinase family protein [Pleurocapsa sp.],🟢 Confirmed,GAB4526278.1
Pleurocapsa sp.,invertase,3.2.1.26,sucrose,MAG: glycoside hydrolase 100 family protein [Pleurocapsa sp.],🟢 Confirmed,GAB4531237.1
Pleurocapsa sp.,invertase,3.2.1.26,sucrose,MAG: hypothetical protein Tsb0014_22620 [Pleurocapsa sp.],🟡 Probable/Hypothetical,GAB4535551.1
Pleurocapsa sp.,invertase,3.2.1.26,sucrose,MAG: hypothetical protein Tsb0014_42420 [Pleurocapsa sp.],🟡 Probable/Hypothetical,GAB4547716.1
Chamaesiphon sp. VAR_69_metabat_338,invertase,3.2.1.26,sucrose,recombinase family protein [Chamaesiphon sp. VAR_69_metabat_338],🟢 Confirmed,WP_310488539.1
Chamaesiphon sp. VAR_48_metabat_403,invertase,3.2.1.26,sucrose,recombinase family protein [Chamaesiphon sp. VAR_48_metabat_403],🟢 Confirmed,WP_310485719.1
Chamaesiphon sp. VAR_48_metabat_403,invertase,3.2.1.26,sucrose,recombinase family protein [Chamaesiphon sp. VAR_48_metabat_403],🟢 Confirmed,WP_310485101.1
Chamaesiphon sp. VAR_48_metabat_403,invertase,3.2.1.26,sucrose,recombinase family protein [Chamaesiphon sp. VAR_48_metabat_403],🟢 Confirmed,WP_310483399.1
Chamaesiphon sp. VAR_48_metabat_135_sub,invertase,3.2.1.26,sucrose,recombinase family protein [Chamaesiphon sp. VAR_48_metabat_135_sub],🟢 Confirmed,WP_310429252.1
unclassified Chamaesiphon,invertase,3.2.1.26,sucrose,MULTISPECIES: recombinase family protein [unclassified Chamaesiphon],🟢 Confirmed,WP_309741357.1
Nostoc sp. XA010,invertase,3.2.1.26,sucrose,recombinase family protein [Nostoc sp. XA010],🟢 Confirmed,WP_308189984.1
Microcoleus sp.,invertase,3.2.1.26,sucrose,"glycosyl hydrolase 108 family protein, partial [Microcoleus sp.]",🟡 Probable/Hypothetical,WP_424408597.1
Microcystis,invertase,3.2.1.26,sucrose,MULTISPECIES: hypothetical protein [Microcystis],🟡 Probable/Hypothetical,WP_002758504.1
